tsec,tnsec,seqNo,id,type,side,bid0,bid1,bid2,bid3,bid4,bid_size0,bid_size1,bid_size2,bid_size3,bid_size4,ask0,ask1,ask2,ask3,ask4,ask_size0,ask_size1,ask_size2,ask_size3,ask_size4
1780792020,24613000,0,1,U,N,6082692000000,0,0,0,0,15953000,0,0,0,0,6082693000000,0,0,0,0,441726000,0,0,0,0
1780792020,24772000,3,1,U,N,6082692000000,0,0,0,0,15753000,0,0,0,0,6082693000000,0,0,0,0,441726000,0,0,0,0
1780792020,24788000,6,1,U,N,6082692000000,0,0,0,0,15499000,0,0,0,0,6082693000000,0,0,0,0,441726000,0,0,0,0
1780792020,24800000,8,1,U,N,6082692000000,0,0,0,0,15490000,0,0,0,0,6082693000000,0,0,0,0,441726000,0,0,0,0
1780792020,24828000,11,1,U,N,6082692000000,0,0,0,0,15290000,0,0,0,0,6082693000000,0,0,0,0,441726000,0,0,0,0
1780792020,24839000,13,1,U,N,6082692000000,0,0,0,0,15527000,0,0,0,0,6082693000000,0,0,0,0,441745000,0,0,0,0
1780792020,24852000,16,1,U,N,6082692000000,0,0,0,0,15318000,0,0,0,0,6082693000000,0,0,0,0,441745000,0,0,0,0
1780792020,24869000,19,1,U,N,6082692000000,0,0,0,0,1826000,0,0,0,0,6082693000000,0,0,0,0,443745000,0,0,0,0
1780792020,24928000,23,1,U,N,6082692000000,0,0,0,0,1836000,0,0,0,0,6082693000000,0,0,0,0,443745000,0,0,0,0
1780792020,24943000,25,1,U,N,6082692000000,0,0,0,0,1922000,0,0,0,0,6082693000000,0,0,0,0,443756000,0,0,0,0
1780792020,24967000,27,1,U,N,6082692000000,0,0,0,0,1703000,0,0,0,0,6082693000000,0,0,0,0,443756000,0,0,0,0
1780792020,25095000,66,1,U,N,6082692000000,6082554000000,0,0,0,1703000,27807000,0,0,0,6082555000000,6082693000000,0,0,0,429126000,443756000,0,0,0
1780792020,25201000,68,1,U,N,6082692000000,6082554000000,0,0,0,1703000,172000,0,0,0,6082555000000,6082693000000,0,0,0,431053000,443756000,0,0,0
1780792020,25399000,125,1,U,N,6082692000000,6082554000000,6082136000000,0,0,1703000,172000,102489000,0,0,6082137000000,6082555000000,6082693000000,0,0,320230000,431053000,443756000,0,0
1780792020,25537000,127,1,U,N,6082692000000,6082554000000,6082136000000,0,0,1703000,172000,71095000,0,0,6082137000000,6082555000000,6082693000000,0,0,357803000,431053000,443756000,0,0
1780792020,25577000,135,1,U,N,6082692000000,6082554000000,6082136000000,0,0,1703000,172000,68176000,0,0,6082137000000,6082555000000,6082693000000,0,0,359712000,431053000,443756000,0,0
1780792020,25603000,138,1,U,N,6082692000000,6082554000000,6082136000000,0,0,1703000,172000,68345000,0,0,6082137000000,6082555000000,6082693000000,0,0,359253000,431053000,443756000,0,0
1780792020,25627000,141,1,U,N,6082692000000,6082554000000,6082136000000,0,0,1703000,172000,13379000,0,0,6082137000000,6082555000000,6082693000000,0,0,359241000,431053000,443756000,0,0
1780792020,25911000,233,1,U,N,6082692000000,6082554000000,6082136000000,6081718000000,0,1703000,172000,13379000,88148000,0,6081719000000,6082137000000,6082555000000,6082693000000,0,335163000,359241000,431053000,443756000,0
1780792020,26215000,238,1,U,N,6082692000000,6082554000000,6082136000000,6081718000000,0,1703000,172000,13379000,90153000,0,6081719000000,6082137000000,6082555000000,6082693000000,0,343064000,359241000,431053000,443756000,0
1780792020,26249000,240,1,U,N,6082692000000,6082554000000,6082136000000,6081718000000,0,1703000,172000,13379000,90163000,0,6081719000000,6082137000000,6082555000000,6082693000000,0,343960000,359241000,431053000,443756000,0
1780792020,26277000,242,1,U,N,6082692000000,6082554000000,6082136000000,6081718000000,0,1703000,172000,13379000,90163000,0,6081719000000,6082137000000,6082555000000,6082693000000,0,343960000,359241000,431053000,443756000,0
1780792020,26293000,244,1,U,N,6082692000000,6082554000000,6082136000000,6081718000000,0,1703000,172000,13379000,90172000,0,6081719000000,6082137000000,6082555000000,6082693000000,0,346969000,359241000,431053000,443756000,0
1780792020,26314000,246,1,U,N,6082692000000,6082554000000,6082136000000,6081718000000,0,1703000,172000,13379000,92803000,0,6081719000000,6082137000000,6082555000000,6082693000000,0,346988000,359241000,431053000,443756000,0
1780792020,26330000,248,1,U,N,6082692000000,6082554000000,6082136000000,6081718000000,0,1703000,172000,13379000,92803000,0,6081719000000,6082137000000,6082555000000,6082693000000,0,347323000,359241000,431053000,443756000,0
1780792020,26344000,250,1,U,N,6082692000000,6082554000000,6082136000000,6081718000000,0,1703000,172000,13379000,99557000,0,6081719000000,6082137000000,6082555000000,6082693000000,0,347323000,359241000,431053000,443756000,0
1780792020,26364000,252,1,U,N,6082692000000,6082554000000,6082136000000,6081718000000,0,1703000,172000,13379000,99557000,0,6081719000000,6082137000000,6082555000000,6082693000000,0,347323000,359241000,431053000,443756000,0
1780792020,26376000,254,1,U,N,6082692000000,6082554000000,6082136000000,6081718000000,0,1703000,172000,13379000,99557000,0,6081719000000,6082137000000,6082555000000,6082693000000,0,347323000,359241000,431053000,443756000,0
1780792020,26386000,256,1,U,N,6082692000000,6082554000000,6082136000000,6081718000000,0,1703000,172000,13379000,92804000,0,6081719000000,6082137000000,6082555000000,6082693000000,0,347323000,359241000,431053000,443756000,0
1780792020,26400000,258,1,U,N,6082692000000,6082554000000,6082136000000,6081718000000,0,1703000,172000,13379000,92804000,0,6081719000000,6082137000000,6082555000000,6082693000000,0,347323000,359241000,431053000,443756000,0
1780792020,26421000,260,1,U,N,6082692000000,6082554000000,6082136000000,6081718000000,0,1703000,172000,13379000,65804000,0,6081719000000,6082137000000,6082555000000,6082693000000,0,347323000,359241000,431053000,443756000,0
1780792020,26433000,262,1,U,N,6082692000000,6082554000000,6082136000000,6081718000000,0,1703000,172000,13379000,65804000,0,6081719000000,6082137000000,6082555000000,6082693000000,0,347382000,359241000,431053000,443756000,0
1780792020,26456000,264,1,U,N,6082692000000,6082554000000,6082136000000,6081718000000,0,1703000,172000,13379000,65795000,0,6081719000000,6082137000000,6082555000000,6082693000000,0,347382000,359241000,431053000,443756000,0
1780792020,26472000,266,1,U,N,6082692000000,6082554000000,6082136000000,6081718000000,0,1703000,172000,13379000,65795000,0,6081719000000,6082137000000,6082555000000,6082693000000,0,347382000,359241000,431053000,443756000,0
1780792020,26483000,268,1,U,N,6082692000000,6082554000000,6082136000000,6081718000000,0,1703000,172000,13379000,28231000,0,6081719000000,6082137000000,6082555000000,6082693000000,0,347382000,359241000,431053000,443756000,0
1780792020,26504000,270,1,U,N,6082692000000,6082554000000,6082136000000,6081718000000,0,1703000,172000,13379000,52920000,0,6081719000000,6082137000000,6082555000000,6082693000000,0,349382000,359241000,431053000,443756000,0
1780792020,26526000,272,1,U,N,6082692000000,6082554000000,6082136000000,6081718000000,0,1703000,172000,13379000,50556000,0,6081719000000,6082137000000,6082555000000,6082693000000,0,349382000,359241000,431053000,443756000,0
1780792020,26568000,274,1,U,N,6082692000000,6082554000000,6082136000000,6081718000000,0,1703000,172000,13379000,50556000,0,6081719000000,6082137000000,6082555000000,6082693000000,0,349382000,359241000,431053000,443756000,0
1780792020,26589000,277,1,U,N,6082692000000,6082554000000,6082136000000,6081718000000,0,1703000,172000,13379000,48542000,0,6081719000000,6082137000000,6082555000000,6082693000000,0,348926000,359241000,431053000,443756000,0
1780792020,26602000,279,1,U,N,6082692000000,6082554000000,6082136000000,6081718000000,0,1703000,172000,13379000,48542000,0,6081719000000,6082137000000,6082555000000,6082693000000,0,348926000,359241000,431053000,443756000,0
1780792020,26617000,281,1,U,N,6082692000000,6082554000000,6082136000000,6081718000000,0,1703000,172000,13379000,48542000,0,6081719000000,6082137000000,6082555000000,6082693000000,0,348926000,359241000,431053000,443756000,0
1780792020,26635000,283,1,U,N,6082692000000,6082554000000,6082136000000,6081718000000,0,1703000,172000,13379000,48542000,0,6081719000000,6082137000000,6082555000000,6082693000000,0,348926000,359241000,431053000,443756000,0
1780792020,27017000,429,1,U,N,6082692000000,6082554000000,6082136000000,6081718000000,6081300000000,1703000,172000,13379000,48542000,26400000,6081301000000,6081719000000,6082137000000,6082555000000,6082693000000,450364000,348926000,359241000,431053000,443756000
1780792020,27266000,431,1,U,N,6082692000000,6082554000000,6082136000000,6081718000000,6081300000000,1703000,172000,13379000,48542000,26842000,6081301000000,6081719000000,6082137000000,6082555000000,6082693000000,467456000,348926000,359241000,431053000,443756000
1780792020,27312000,434,1,U,N,6082692000000,6082554000000,6082136000000,6081718000000,6081300000000,1703000,172000,13379000,48542000,13101000,6081301000000,6081719000000,6082137000000,6082555000000,6082693000000,473867000,348926000,359241000,431053000,443756000
1780792020,27351000,436,1,U,N,6082692000000,6082554000000,6082136000000,6081718000000,6081300000000,1703000,172000,13379000,48542000,13101000,6081301000000,6081719000000,6082137000000,6082555000000,6082693000000,473867000,348926000,359241000,431053000,443756000
1780792020,27382000,438,1,U,N,6082692000000,6082554000000,6082136000000,6081718000000,6081300000000,1703000,172000,13379000,48542000,13101000,6081301000000,6081719000000,6082137000000,6082555000000,6082693000000,473867000,348926000,359241000,431053000,443756000
1780792020,27406000,440,1,U,N,6082692000000,6082554000000,6082136000000,6081718000000,6081300000000,1703000,172000,13379000,48542000,13339000,6081301000000,6081719000000,6082137000000,6082555000000,6082693000000,476019000,348926000,359241000,431053000,443756000
1780792020,27434000,442,1,U,N,6082692000000,6082554000000,6082136000000,6081718000000,6081300000000,1703000,172000,13379000,48542000,20174000,6081301000000,6081719000000,6082137000000,6082555000000,6082693000000,469122000,348926000,359241000,431053000,443756000
1780792020,27474000,444,1,U,N,6082692000000,6082554000000,6082136000000,6081718000000,6081300000000,1703000,172000,13379000,48542000,22609000,6081301000000,6081719000000,6082137000000,6082555000000,6082693000000,461710000,348926000,359241000,431053000,443756000
1780792020,27505000,446,1,U,N,6082692000000,6082554000000,6082136000000,6081718000000,6081300000000,1703000,172000,13379000,48542000,16020000,6081301000000,6081719000000,6082137000000,6082555000000,6082693000000,461710000,348926000,359241000,431053000,443756000
1780792020,27529000,448,1,U,N,6082692000000,6082554000000,6082136000000,6081718000000,6081300000000,1703000,172000,13379000,48542000,16137000,6081301000000,6081719000000,6082137000000,6082555000000,6082693000000,461710000,348926000,359241000,431053000,443756000
1780792020,27553000,451,1,U,N,6082692000000,6082554000000,6082136000000,6081718000000,6081300000000,1703000,172000,13379000,48542000,16119000,6081301000000,6081719000000,6082137000000,6082555000000,6082693000000,461660000,348926000,359241000,431053000,443756000
1780792020,27583000,453,1,U,N,6082692000000,6082554000000,6082136000000,6081718000000,6081300000000,1703000,172000,13379000,48542000,16110000,6081301000000,6081719000000,6082137000000,6082555000000,6082693000000,461660000,348926000,359241000,431053000,443756000
1780792020,27595000,455,1,U,N,6082692000000,6082554000000,6082136000000,6081718000000,6081300000000,1703000,172000,13379000,48542000,16110000,6081301000000,6081719000000,6082137000000,6082555000000,6082693000000,461660000,348926000,359241000,431053000,443756000
1780792020,27608000,457,1,U,N,6082692000000,6082554000000,6082136000000,6081718000000,6081300000000,1703000,172000,13379000,48542000,16118000,6081301000000,6081719000000,6082137000000,6082555000000,6082693000000,464660000,348926000,359241000,431053000,443756000
1780792020,27631000,459,1,U,N,6082692000000,6082554000000,6082136000000,6081718000000,6081300000000,1703000,172000,13379000,48542000,16118000,6081301000000,6081719000000,6082137000000,6082555000000,6082693000000,464660000,348926000,359241000,431053000,443756000
1780792020,27644000,461,1,U,N,6082692000000,6082554000000,6082136000000,6081718000000,6081300000000,1703000,172000,13379000,48542000,15918000,6081301000000,6081719000000,6082137000000,6082555000000,6082693000000,464660000,348926000,359241000,431053000,443756000
1780792020,27661000,463,1,U,N,6082692000000,6082554000000,6082136000000,6081718000000,6081300000000,1703000,172000,13379000,48542000,15918000,6081301000000,6081719000000,6082137000000,6082555000000,6082693000000,464660000,348926000,359241000,431053000,443756000
1780792020,27673000,465,1,U,N,6082692000000,6082554000000,6082136000000,6081718000000,6081300000000,1703000,172000,13379000,48542000,15918000,6081301000000,6081719000000,6082137000000,6082555000000,6082693000000,464660000,348926000,359241000,431053000,443756000
1780792020,27693000,468,1,U,N,6082692000000,6082554000000,6082136000000,6081718000000,6081300000000,1703000,172000,13379000,48542000,16128000,6081301000000,6081719000000,6082137000000,6082555000000,6082693000000,464244000,348926000,359241000,431053000,443756000
1780792020,27707000,470,1,U,N,6082692000000,6082554000000,6082136000000,6081718000000,6081300000000,1703000,172000,13379000,48542000,16128000,6081301000000,6081719000000,6082137000000,6082555000000,6082693000000,464244000,348926000,359241000,431053000,443756000
1780792020,27719000,472,1,U,N,6082692000000,6082554000000,6082136000000,6081718000000,6081300000000,1703000,172000,13379000,48542000,16128000,6081301000000,6081719000000,6082137000000,6082555000000,6082693000000,478553000,348926000,359241000,431053000,443756000
1780792020,27739000,474,1,U,N,6082692000000,6082554000000,6082136000000,6081718000000,6081300000000,1703000,172000,13379000,48542000,16137000,6081301000000,6081719000000,6082137000000,6082555000000,6082693000000,478553000,348926000,359241000,431053000,443756000
1780792020,27755000,477,1,U,N,6082692000000,6082554000000,6082136000000,6081718000000,6081300000000,1703000,172000,13379000,48542000,16137000,6081301000000,6081719000000,6082137000000,6082555000000,6082693000000,478313000,348926000,359241000,431053000,443756000
1780792020,27768000,480,1,U,N,6082692000000,6082554000000,6082136000000,6081718000000,6081300000000,1703000,172000,13379000,48542000,16137000,6081301000000,6081719000000,6082137000000,6082555000000,6082693000000,478228000,348926000,359241000,431053000,443756000
